customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0661-XEYAN,Female,1.0854435139008813,No,No,10.132165348095628,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes
5799-JRCZO,Female,0.05072643722536059,No,Yes,73.50396190346122,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No
1921-KYSAY,Female,,No,No,50.98464035054937,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No
6198-RTPMF,Female,,Yes,No,29.733901814619294,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No
2924-KHUVI,Male,0.04538775654836821,Yes,No,66.055967621834,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No
1925-GMVBW,Female,0.0996870478496801,No,No,15.589006414799734,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No
7881-EVUAD,Female,0.04852772194717186,No,No,11.684616679958047,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes
6184-DYUOB,Female,0.10238141142266563,Yes,No,17.052346521097448,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No
9207-ZPANB,Male,-0.00805475309297881,No,No,48.069748660320904,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No
5766-XQXMQ,Female,0.02882806436476988,No,No,39.46869315037072,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes
9327-QSDED,Male,0.05907209229790984,No,No,23.49460511839279,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No
1656-DRSMG,Female,-0.011907600508456594,No,No,76.20780236598584,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No
3012-VFFMN,Female,0.03606480516230704,Yes,Yes,16.603819762047888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No
2984-AFWNC,Female,-0.021415260086866166,No,No,9.428038308616177,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No
0640-YJTPY,Male,0.015582918646908708,Yes,Yes,84.17948496358173,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No
8096-LOIST,Female,0.039983190114069186,No,No,30.6735740956756,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No
9764-REAFF,Female,0.11927436128693159,Yes,No,72.8781999977642,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No
3703-VAVCL,Male,0.07676603802123012,Yes,Yes,13.833039321454098,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes
7107-UBYKY,Female,0.08351890610546943,Yes,Yes,47.02213928977583,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No
4881-GQJTW,Male,,No,No,23.267296444488473,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No
8519-QJGJD,Female,,No,No,25.239953056091903,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes
7876-DNYAP,Female,0.05475054221077833,Yes,Yes,80.33556156003124,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,No
7905-NJMXS,Male,1.099786037282805,Yes,No,16.544656717552357,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475,No
2882-WDTBA,Male,0.01567033107533404,Yes,Yes,76.44243628202724,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No
2091-GPPIQ,Female,0.10994208381077696,Yes,Yes,80.77172468068072,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No
6326-MTTXK,Male,0.10033925056085072,No,No,23.845566232723577,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes
5071-FBJFS,Female,-0.0002461808931662271,Yes,Yes,14.310642794152002,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No
2796-UUZZO,Male,0.08467543030041476,Yes,Yes,73.8872432141777,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No
2429-AYKKO,Male,0.09467414332245155,No,No,81.20740457015035,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,No
9798-OPFEM,Female,,No,No,60.79134475576334,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,No
0330-IVZHA,Female,0.03549527983216985,Yes,No,17.66004536866471,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes
3794-NFNCH,Male,0.08246005506235557,Yes,No,34.46829461426972,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No
5193-QLVZB,Male,0.06795737402667969,No,No,73.46512139787447,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
7114-AEOZE,Female,0.04871324538638182,No,No,68.47268978745751,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No
2886-KEFUM,Female,0.12097666310720648,Yes,No,74.08456059582845,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes
5522-NYKPB,Male,0.08187766200359653,Yes,Yes,36.93593371566712,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No
4237-RLAQD,Male,0.05821865083869152,No,No,11.33683783627606,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
9957-YODKZ,Male,1.0759185424797673,Yes,No,12.670569685971673,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No
6518-KZXCB,Male,0.0375578687371253,No,No,35.99056952701722,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No
2245-ADZFJ,Female,0.012080531929717746,Yes,Yes,42.557658283466246,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No
7776-QGYJC,Female,0.058705200789107015,Yes,Yes,51.009806944596725,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No
9313-QOLTZ,Male,0.0977369895853787,No,No,33.26346933360993,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No
9651-GTSAQ,Female,,Yes,No,,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes
3186-BAXNB,Female,-0.07482728105486816,No,No,13.996281657777946,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes
4672-FOTSD,Male,0.08812664100442458,No,No,22.008478773791218,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No
0637-YLETY,Female,0.14542587293367232,No,No,27.4025857850106,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes
9818-XQCUV,Female,0.056096722237644274,No,No,10.991036711938085,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No
7338-ERIVA,Male,0.0851871534170963,No,Yes,48.08316188945974,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No
1157-BQCUW,Male,,No,No,8.224835117436436,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes
8259-NFJTV,Female,0.11674058495175708,Yes,Yes,18.805778211211884,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No
3223-DWFIO,Male,1.0777235867307684,No,No,11.502915807327522,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No
2660-EMUBI,Male,1.0255702107043556,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes
6968-GMKPR,Female,0.017561716866492008,No,No,70.47778058628356,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No
4751-ERMAN,Male,0.05713673833040721,Yes,Yes,88.531111197768,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No
1436-ZMJAN,Female,0.02799612411403888,Yes,No,22.404949649473476,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No
3292-PBZEJ,Male,1.0348449495186787,No,No,22.85827458762927,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No
0799-DDIHE,Female,0.0936010624304923,Yes,Yes,23.899666769623483,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No
3070-FNFZQ,Female,0.05050565267604811,Yes,Yes,33.65661426720517,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No
2812-SFXMJ,Male,0.04593499738264733,No,Yes,10.4876350399708,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No
7675-OZCZG,Female,1.1137159005346444,No,No,15.440812540760861,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes
5014-WUQMG,Male,0.05457353580025459,Yes,Yes,59.5970520459567,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No
5312-TSZVC,Female,0.0553688770777657,No,Yes,29.815947667548386,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,No
2003-CKLOR,Male,0.09242161351289502,No,No,74.98121656457025,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes
0993-OSGPT,Female,1.1014505937704897,Yes,No,77.39206014848762,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No
9254-RBFON,Female,0.09047298598043765,Yes,Yes,32.19219610962683,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes
1205-WNWPJ,Female,0.09167315054614937,No,No,21.10670812368969,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes
9391-EOYLI,Male,1.0165863888386097,Yes,No,24.014365146464623,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Yes
7108-DGVUU,Female,0.9845599207088227,Yes,No,30.373474290818077,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No
2782-JEEBU,Male,-0.011323926562641175,No,No,31.295798142192176,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,No
5127-BZENZ,Female,0.035269308127251126,Yes,Yes,71.72529810710168,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,No
2720-FVBQP,Female,0.07444746969165933,Yes,Yes,16.814303245812354,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No
9906-NHHVC,Female,,No,No,73.3377535796331,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No
4522-XRWWI,Male,,Yes,No,47.59488041769987,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,No
3766-EJLFL,Female,0.10619430530465605,Yes,Yes,79.9009935175087,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No
5939-SXWHM,Male,0.053613868247060874,Yes,Yes,60.480443863493164,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,No
8152-UOBNY,Female,1.08069431873358,No,No,60.62139304216938,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,No
7351-KYHQH,Female,1.099646983041973,No,No,20.422931910227973,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,No
7643-RCHXS,Female,0.07230622331862264,Yes,Yes,69.14404244688303,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,No
8246-SHFGA,Male,0.08718015704877256,No,No,32.24410357449485,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,No
8387-MOJJT,Female,-0.007900897898425373,Yes,Yes,54.93858762596083,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384,Yes
0620-XEFWH,Male,0.028123380277996258,Yes,Yes,15.581232469400756,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,No
6485-QXWWE,Female,0.01798203628233759,No,Yes,73.45242943594087,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,No
2761-OCIAX,Male,1.111072702588412,No,No,16.440212075759664,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,Yes
7321-VGNKU,Female,0.0527846340273059,Yes,No,12.16169843143726,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,No
5327-CNLUQ,Male,0.06334321994073108,Yes,No,56.6506016486173,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No
7552-KEYGT,Male,0.005226779520208669,Yes,No,38.78741344477733,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,No
5816-JMLGY,Female,0.02157581532582494,Yes,Yes,85.04441611370109,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No
3068-OMWZA,Male,1.0779707764928015,No,No,12.631300841800869,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes
2927-QRRQV,Male,-0.010780015131604335,Yes,No,56.66651180196504,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,No
6032-KRXXO,Male,0.08906364873426079,No,No,37.72033466516009,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes
7459-RRWQZ,Female,0.04744462230607592,No,No,28.09947875900081,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes
6265-SXWBU,Male,0.08482232307530732,Yes,Yes,80.01988780189707,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,No
7941-RCJOW,Male,0.13612751240888799,No,No,72.50465796175955,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,No
6374-NTQLP,Male,1.0631076410444797,Yes,Yes,79.7192010179257,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,No
4154-AQUGT,Male,1.0180890280930905,Yes,No,24.252256532064205,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes
2387-KDZQY,Male,0.02258378860748212,No,No,26.49803704969074,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,No
3584-WKTTW,Male,,Yes,No,65.43839467218118,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,No
3399-BMLVW,Male,0.03729533706973487,Yes,Yes,61.82158933740948,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,No
1971-DTCZB,Female,0.07429069656396353,Yes,No,79.86778699976179,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No
3092-IGHWF,Male,0.053669920433598854,Yes,Yes,80.99474274115546,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,Yes
3374-PZLXD,Male,0.0814736630339543,No,No,46.093947526763024,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,No
3813-DHBBB,Male,0.049604208671033774,Yes,No,78.91716567366002,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No
2812-REYAT,Female,0.04802823609642509,Yes,No,61.95929208565642,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,No
6518-PPLMZ,Male,0.04648030335737455,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,No
4939-KYYPY,Male,0.1045640545470424,No,No,34.53411372176646,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,No
8017-LXHFA,Female,1.0385119624081747,No,No,35.05029922571804,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes
5930-GBIWP,Male,0.05987819827949506,No,No,77.35516446840647,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,No
6022-KOUQO,Female,0.03075771453977902,Yes,Yes,14.222180984621822,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No
6352-TWCAU,Female,0.0703624954492136,No,No,47.86111503730569,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes
2361-UPSND,Female,0.1041029925336831,Yes,No,57.21177150185961,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,No
6035-RIIOM,Female,0.014825275025328308,No,No,63.72454772168451,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No
2929-QNSRW,Female,0.0521065260961982,Yes,No,69.0299494516375,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,Yes
1262-OPMFY,Female,0.06061411636313628,Yes,No,19.4223693495881,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes
9504-DSHWM,Male,0.033473665582247444,No,No,31.731447284991837,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No
5035-BVCXS,Male,0.059548976277074894,No,No,24.613484983778903,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No
6267-DCFFZ,Female,1.030314029432658,Yes,No,36.12693146015694,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,No
3533-UVMOM,Male,,Yes,No,77.83496102837327,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,No
2439-LYPMQ,Male,1.1024623758516745,Yes,No,49.14993495815526,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,No
4248-QPAVC,Female,1.0189247929759748,Yes,No,24.973189221882958,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes
1899-VXWXM,Male,0.09673067897637799,No,No,58.914125772496774,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Yes
1478-VPOAD,Female,0.05758857514266391,No,No,10.787207372144588,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,No
9995-HOTOH,Male,0.021577062905305464,Yes,Yes,74.33009826067044,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,No
2988-PLAHS,Female,0.00840349875761754,No,No,14.807391049639818,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,No
1371-OJCEK,Female,0.005621970979727192,No,No,58.24486753304871,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,No
4999-IEZLT,Male,0.05150715063591661,No,No,77.36657175724643,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,No
8883-ANODQ,Female,-0.007078466352070899,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,No
4690-LLKUA,Male,1.078439941775613,No,No,31.79329445348926,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Yes
2351-RRBUE,Female,0.03482868828859123,Yes,Yes,21.776855761333064,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,No
5980-BDHPY,Male,0.062114452985196154,Yes,No,81.43985377608995,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No
1498-DQNRX,Female,0.05751825659133993,Yes,No,41.78420425208444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,No
9469-WEJBT,Male,0.14188517953890722,Yes,No,50.36735154998152,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,No
3331-HQDTW,Female,0.013223500270418909,No,No,48.63674517087605,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes
9490-DFPMD,Female,1.0799124491869885,No,No,50.601056435687326,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes
2581-VKIRT,Female,0.10140172009176204,Yes,Yes,72.11435790690244,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,No
5442-XSDCW,Male,0.04809694641097228,Yes,Yes,20.989746584830716,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes
7426-WEIJX,Male,1.0583856730178696,Yes,Yes,69.27536048316249,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,No
2851-MMUTZ,Female,0.052216571829484304,No,No,35.143681023561534,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No
3049-NDXFL,Female,0.062164705376171414,No,No,15.1221550440498,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes
8580-AECUZ,Male,1.0841323515842511,No,No,14.365640994027828,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes
3307-TLCUD,Male,0.04755768869724615,Yes,No,23.49782070249842,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,No
6625-FLENO,Male,0.02073875642078575,Yes,No,68.11538726952973,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,No
2967-MXRAV,Male,0.07645562224178325,Yes,Yes,17.00975048880148,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,No
7963-GQRMY,Female,0.10465476245343724,Yes,Yes,13.449572392191511,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,Yes
8189-HBVRW,Female,0.009307418149793294,No,No,68.30841800540873,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,No
4163-KIUHY,Male,0.12828428488359245,No,No,46.5809528382572,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,No
1228-FZFRV,Male,0.07129652878033196,Yes,Yes,59.54601360384572,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes
3500-NSDOA,Male,0.046046783732244134,Yes,Yes,82.76112120721035,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,No
1171-TYKUR,Male,0.019368613969239785,Yes,No,59.04998630832128,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,No
